sale_type,sold_date,property_type,address,city,zip_or_postal_code,price,beds,baths,location,square_feet,lot_size,year_built,days_on_market,price_per_square_feet,hoa_per_month,status,source
PAST SALE,January-21-2019,Single Family Residential,11841 Rupley Ln,Dallas,75218,143000,3,2,Gaston Park,1088,6490,1950,78,131,,Sold,NTREIS
PAST SALE,January-18-2019,Single Family Residential,6323 Benavides Dr,Dallas,75217,143900,3,2,Stoneport Villas,1528,2875,2006,81,94,,Sold,NTREIS
PAST SALE,January-14-2019,Condo/Co-op,312 N Patton Ave #202,Dallas,75203,144000,2,1,Saragosa Condos,960,18034,2006,85,150,25,Sold,NTREIS
PAST SALE,January-25-2019,Single Family Residential,7634 Wesleyan Dr,Dallas,75241,144500,3,2,Wisdom Terrace Ph 03,1272,5009,2003,74,114,,Sold,NTREIS
PAST SALE,February-15-2019,Multi-Family (2-4 Unit),3517 Wilbarger Dr,Dallas,75227,144900,4,2,Park Independence,1926,3441,1982,53,75,,Sold,NTREIS
PAST SALE,February-15-2019,Multi-Family (2-4 Unit),3523 Wilbarger Dr,Dallas,75227,144900,4,2,Park Independence,1926,3703,1982,53,75,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,2236 Clover Ridge Dr,Dallas,75216,144900,3,2,Horizon Estates,1212,8364,1958,68,120,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,3251 Rosebank Dr,Dallas,75228,144900,3,2,Stellar Estates 2nd,1146,3833,1996,32,126,,Sold,NTREIS
PAST SALE,February-27-2019,Single Family Residential,5949 Roseville Dr,Dallas,75241,145000,4,2.5,Highland Hills,1350,6882,1963,41,107,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,8344 Danville Dr,Dallas,75217,145000,3,2,La Norsworthys,1236,21388,1958,40,117,,Sold,NTREIS
PAST SALE,January-10-2019,Single Family Residential,2706 S Montreal Ave,Dallas,75224,145000,3,1.5,Clearview Park 01,1148,8973,1949,89,126,,Sold,NTREIS
PAST SALE,January-10-2019,Condo/Co-op,5335 Bent Tree Forest Dr #152,Dallas,75248,145000,1,1.5,Bent Tree Forest Dr. Condos,878,381847,1981,89,165,176,Sold,NTREIS
PAST SALE,January-18-2019,Single Family Residential,1318 Easton Rd,Dallas,75218,145000,3,2,Casa Vale,1106,7667,1950,81,131,,Sold,NTREIS
PAST SALE,January-28-2019,Single Family Residential,12533 Burninglog Ln,Dallas,75243,145000,3,3,Chimney Hill 1st Inst,2100,3398,1972,71,69,210,Sold,NTREIS
PAST SALE,January-30-2019,Single Family Residential,2426 Scotland Dr,Dallas,75216,145000,4,2.5,Southern Crest,1680,6839,1997,69,86,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,6524 Wild Honey Dr,Dallas,75241,145000,3,2,Highland Hills Turnkey,1238,7492,1970,68,117,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,3637 Tioga St,Dallas,75241,145000,4,2,Bishop College Heights,1546,7100,1962,68,94,,Sold,NTREIS
PAST SALE,March-11-2019,Condo/Co-op,11104 Valleydale Dr Unit B,Dallas,75230,145000,1,1.5,Park Central Condominiums,903,,1961,29,161,400,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,4219 Moler St,Dallas,75211,145000,2,1,Western Hills,1040,7405,1944,25,139,,Sold,NTREIS
PAST SALE,March-19-2019,Single Family Residential,1014 Galloway Ave,Dallas,75216,145000,3,2,Brentwood,1932,7231,1940,21,75,,Sold,NTREIS
PAST SALE,March-4-2019,Condo/Co-op,10562 High Hollows Dr #147,Dallas,75230,145000,2,2,Hollows North Condo,1204,,1970,36,120,596,Sold,NTREIS
PAST SALE,March-6-2019,Single Family Residential,9403 Ector Ct,Dallas,75227,145000,3,2,Park Independence,1162,3223,1984,34,125,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,10420 Checota Dr,Dallas,75217,145000,3,2,Lake June Terrace,1482,7884,1970,32,98,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,515 Woodacre Dr,Dallas,75241,145000,2,2,Glenview 07,1616,19254,1957,32,90,,Sold,NTREIS
PAST SALE,February-20-2019,Single Family Residential,4746 Joppa Cir,Dallas,75216,147000,3,2.5,JOPPA FELLOWS,1358,3615,2018,48,108,,Sold,NTREIS
PAST SALE,February-25-2019,Single Family Residential,4759 Joppa Cir,Dallas,75216,147000,3,2.5,JOPP FELLOWS,1355,3833,2018,43,108,,Sold,NTREIS
PAST SALE,February-11-2019,Single Family Residential,3724 Sidney Dr,Mesquite,75150,147500,3,1.5,Casa View Heights 21 Sec 01,1228,7449,1962,57,120,,Sold,NTREIS
PAST SALE,February-20-2019,Single Family Residential,2238 Locust Ave,Dallas,75216,148000,3,2,Southern Crest,1357,7318,2018,48,109,,Sold,NTREIS
PAST SALE,January-23-2019,Single Family Residential,1811 Life Ave,Dallas,75212,148000,3,1,Victory Gardens 02,1040,5571,2000,76,142,,Sold,NTREIS
PAST SALE,January-28-2019,Condo/Co-op,15221 Berry Trl #1005,Dallas,75248,148900,2,2,Preston Bend Village Ph 02,1052,220283,1981,71,142,251,Sold,NTREIS
PAST SALE,February-15-2019,Condo/Co-op,312 N Patton Ave #401,Dallas,75203,149000,2,2,Saragosa Condos,977,18034,2006,53,153,25,Sold,NTREIS
PAST SALE,February-28-2019,Condo/Co-op,166 Henry M Chandler Dr,Rockwall,75032,149000,2,2,Spyglass Hill #3,1174,2919,1983,40,127,313,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,4615 Luzon St,Dallas,75216,149000,4,2,Central Ave,1352,7187,2006,88,110,,Sold,NTREIS
PAST SALE,January-18-2019,Condo/Co-op,3203 Carlisle St #168,Dallas,75204,149000,1,2,Turtle Creek Terrace Condo,824,165615,1964,81,181,251,Sold,NTREIS
PAST SALE,January-24-2019,Single Family Residential,6525 Palm Island St,Dallas,75241,149000,4,2,Highland Green,1790,7536,1972,75,83,,Sold,NTREIS
PAST SALE,January-25-2019,Condo/Co-op,7821 Royal Ln Unit C,Dallas,75230,149000,2,2.5,Royal Knoll Condos,946,104762,1965,74,158,401,Sold,NTREIS
PAST SALE,January-28-2019,Condo/Co-op,11234 Park Central Pl Unit C,Dallas,75230,149000,2,2,Park Central Condo,1056,,1961,71,141,470,Sold,NTREIS
PAST SALE,March-26-2019,Single Family Residential,9941 Grove Oaks Blvd,Dallas,75217,149000,3,1.5,Pleasant Valley,1300,7971,1969,14,115,,Sold,NTREIS
PAST SALE,January-22-2019,Single Family Residential,2732 Materhorn Dr,Dallas,75228,149500,2,1,Casa View Heights 09,864,7536,1954,77,173,,Sold,NTREIS
PAST SALE,March-11-2019,Single Family Residential,2811 Oates Dr,Dallas,75228,149500,3,1,Shiloh Terrace 02,1038,7623,1955,29,144,,Sold,NTREIS
PAST SALE,March-22-2019,Single Family Residential,2430 Moffatt Ave,Dallas,75216,149500,3,2,Southern Crest,1332,7144,2008,18,112,,Sold,NTREIS
PAST SALE,February-1-2019,Single Family Residential,7630 Wesleyan Dr,Dallas,75241,149900,3,2,Wisdom Terrace Ph 03,1341,5401,2003,67,112,,Sold,NTREIS
PAST SALE,February-15-2019,Single Family Residential,3616 Pacesetter Dr,Dallas,75241,149900,3,2,Highland Hills 17,1187,7100,1971,53,126,,Sold,NTREIS
PAST SALE,February-15-2019,Single Family Residential,3323 Pleasant Dr,Dallas,75227,149900,2,1,Kentmore,0,11,1940,53,,,Sold,NTREIS
PAST SALE,February-19-2019,Single Family Residential,1003 Morris St,Dallas,75212,149900,2,1,Tipton,860,5706,1947,49,174,,Sold,NTREIS
PAST SALE,February-20-2019,Condo/Co-op,4616 W Lovers Ln #234,Dallas,75209,149900,1,1,4616 West Lovers Lane Condos,728,117176,1960,48,206,297,Sold,NTREIS
PAST SALE,February-22-2019,Single Family Residential,7815 Buford Dr,Dallas,75241,149900,3,2,Wisdom Terrace Ph 03,1260,5009,2003,46,119,,Sold,NTREIS
PAST SALE,February-25-2019,Condo/Co-op,5616 Preston Oaks Rd #504,Dallas,75254,149900,1,1,The Oaks On Montfort Condos,729,301958,1981,43,206,199,Sold,NTREIS
PAST SALE,February-27-2019,Single Family Residential,6925 Petty Ln,Dallas,75217,149900,3,2,Bruton Ridge Estates,1916,7492,2001,41,78,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,705 E Kirnwood Dr,Dallas,75241,149900,3,2,Wisdom Terrace Ph 04,1276,5009,2005,40,117,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,1808 Uruapan Plz,Dallas,75211,149900,4,3,Los Encinos,1526,2701,2003,40,98,15,Sold,NTREIS
PAST SALE,February-4-2019,Single Family Residential,8703 Jennie Lee Ln,Dallas,75227,149900,3,2,Bruton Terrace,1422,7710,1960,64,105,,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,2618 Bentley Ave,Dallas,75211,149900,3,1,Shady Wood,1210,7449,1943,88,124,,Sold,NTREIS
PAST SALE,January-14-2019,Single Family Residential,714 Jalisco Plz,Dallas,75211,149900,4,3,Los Encinos Addition,1526,3006,2001,85,98,15,Sold,NTREIS
PAST SALE,January-15-2019,Single Family Residential,10423 Plummer Dr,Dallas,75228,149900,3,1,Country Club Park 03,1209,8451,1955,84,124,,Sold,NTREIS
PAST SALE,January-24-2019,Single Family Residential,1329 Owega Ave,Dallas,75216,149900,4,2,Glendale,1440,8407,1955,75,104,,Sold,NTREIS
PAST SALE,January-24-2019,Single Family Residential,8012 Greenspan Ave,Dallas,75232,149900,3,2,Polk Terrace Heights,1180,12632,1963,75,127,,Sold,NTREIS
PAST SALE,January-9-2019,Single Family Residential,11310 Dumbarton Dr,Dallas,75228,149900,3,2,Braeburn Glen,1678,8668,1964,90,89,,Sold,NTREIS
PAST SALE,March-13-2019,Single Family Residential,7832 Bruton Rd,Dallas,75217,149900,3,1.5,Bruton Terrace,1448,7187,1955,27,104,,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,5313 Garland Ave,Dallas,75223,149900,3,2,East We Go,1444,7492,1945,25,104,,Sold,NTREIS
PAST SALE,March-21-2019,Single Family Residential,3931 Ivy Ridge St,Dallas,75241,149900,4,2,Highland Green,1231,6795,1973,19,122,,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,818 N Windomere Ave,Dallas,75208,149900,2,1,Oak Cliff Annex,915,8189,1921,11,164,,Sold,NTREIS
PAST SALE,March-5-2019,Single Family Residential,9427 Gossage Ln,Dallas,75227,149900,3,2,Woodway Park,1536,3833,1987,35,98,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,1016 Matamoros Plz,Dallas,75211,149995,3,2.5,Los Encinos,1323,1045,2002,68,113,12,Sold,NTREIS
PAST SALE,February-15-2019,Condo/Co-op,5814 Sandhurst Ln Unit C,Dallas,75206,150000,2,2,Terrace Condo,1000,,1968,53,150,340,Sold,NTREIS
PAST SALE,February-20-2019,Single Family Residential,2642 Sharon St,Dallas,75211,150000,5,2.5,Sunset,2696,7492,1930,48,56,,Sold,NTREIS
PAST SALE,January-18-2019,Condo/Co-op,5041 Cedar Springs Rd Unit 111E,Dallas,75235,150000,2,1.5,Les Chateaux Condo,1066,120008,1963,81,141,469,Sold,NTREIS
PAST SALE,January-25-2019,Single Family Residential,7306 Flameleaf Pl,Dallas,75249,150000,3,2,Woods,2134,6795,1979,74,70,,Sold,NTREIS
PAST SALE,January-28-2019,Single Family Residential,11303 Castolon Dr,Dallas,75228,150000,3,2,Casa View Heights,788,7797,1950,71,190,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,216 Pinecrest,Seagoville,75159,150000,3,2,Oakridge South,1356,6055,2004,68,111,,Sold,NTREIS
PAST SALE,March-11-2019,Single Family Residential,1286 Hidden Valley Dr,Dallas,75241,150000,4,1.5,Hidden Valley Sec Singing Hills,2307,8189,1972,29,65,,Sold,NTREIS
PAST SALE,March-13-2019,Single Family Residential,1121 Pinedale Ln,Dallas,75241,150000,3,2,Glenview,1565,9322,1959,27,96,,Sold,NTREIS
PAST SALE,March-20-2019,Condo/Co-op,5103 Skillman St #218,Dallas,75206,150000,2,2,Arbor Court Condo,1057,35284,1970,20,142,331,Sold,NTREIS
PAST SALE,March-21-2019,Single Family Residential,315 S Cockrell Hill Rd,Cockrell Hill,75211,150000,2,1,Fairmount Park,1095,13068,1941,19,137,,Sold,NTREIS
PAST SALE,March-25-2019,Condo/Co-op,426 Yacht Club Dr Unit B,Rockwall,75032,150000,1,1,Cutter Hill #1,773,1742,1979,15,194,192,Sold,NTREIS
PAST SALE,March-28-2019,Single Family Residential,306 Cliffwood Dr,Duncanville,75116,150000,3,2,FOREST HILLS,1781,10149,1977,12,84,,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,7843 Rayville Dr,Dallas,75217,150000,3,2,Oak Grove Estates,1114,9453,1948,11,135,,Sold,NTREIS
PAST SALE,March-29-2019,Condo/Co-op,5981 Arapaho Rd #102,Dallas,75248,150000,2,2,Woodhaven Condos At Prestonwood,995,278305,1980,11,151,244,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,5221 Lindsley Ave,Dallas,75223,150000,4,2,Caldwells R D,1706,7231,1922,11,88,,Sold,NTREIS
PAST SALE,March-5-2019,Single Family Residential,6911 Coleshire Dr,Dallas,75232,150000,3,1,Oakland Hills 01,1404,7754,1956,35,107,,Sold,NTREIS
PAST SALE,February-25-2019,Condo/Co-op,14333 Preston Rd #1001,Dallas,75254,152000,1,1.5,Preston On Lake Condo,896,,1982,43,170,208,Sold,NTREIS
PAST SALE,February-8-2019,Single Family Residential,7103 Elderberry Ln,Dallas,75249,152250,3,2,Sugerberry Hill,1442,9148,1981,60,106,,Sold,NTREIS
PAST SALE,March-5-2019,Condo/Co-op,4317 Hartford St #118,Dallas,75219,152500,2,2,Hartford Condo,912,56715,1969,35,167,357,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,10704 Checota Dr,Dallas,75217,152900,3,2,Heritage Place 02,1110,6011,1982,88,138,,Sold,NTREIS
PAST SALE,January-9-2019,Single Family Residential,2509 Engle Ave,Dallas,75233,153000,3,1,Acreage Estates,1284,7449,1960,90,119,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,3715 Elsie Faye Heggins St,Dallas,75210,153000,3,2,Morningside 02 Rev,1249,5881,2019,32,122,,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,7743 Brownsville Ave,Dallas,75216,154000,3,2,Honey Spgs,1262,7492,2018,25,122,,Sold,NTREIS
PAST SALE,March-26-2019,Single Family Residential,1211 Willow Glen Dr,Dallas,75232,154000,4,2,Glen Hills Add Instl 01,2120,7536,1963,14,73,,Sold,NTREIS
PAST SALE,February-14-2019,Condo/Co-op,5300 Keller Spgs #2035,Dallas,75248,154500,2,1,Prestonwood Green Condos,858,374529,1982,54,180,227,Sold,NTREIS
PAST SALE,February-11-2019,Single Family Residential,7558 Buford Dr,Dallas,75241,154900,3,2.5,Wisdom Terrace Ph 03,1270,9017,2003,57,122,,Sold,NTREIS
PAST SALE,February-15-2019,Single Family Residential,2219 Vine Ln,Dallas,75217,154900,3,2,Teagarden Place,1287,5968,1997,53,120,,Sold,NTREIS
PAST SALE,February-25-2019,Single Family Residential,7235 Cloverglen Dr,Dallas,75249,154900,3,2,Woods,1968,7754,1978,43,79,,Sold,NTREIS
PAST SALE,January-17-2019,Single Family Residential,2307 Idaho Ave,Dallas,75216,154900,3,2,Trinity Heights,1200,7405,1946,82,129,,Sold,NTREIS
PAST SALE,January-28-2019,Single Family Residential,9531 Frostwood St,Dallas,75217,154900,4,2,Bruton Lake,1231,7362,1971,71,126,,Sold,NTREIS
PAST SALE,January-31-2019,Condo/Co-op,5305 Fleetwood Oaks Ave #273,Dallas,75235,154900,2,2,Towneoaks Terrace Condo,971,79497,1964,68,160,277,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,2339 Kathleen Ave,Dallas,75216,154900,3,2,Easterview Add 2,1675,6752,1948,25,92,,Sold,NTREIS
PAST SALE,March-18-2019,Single Family Residential,2422 Kathleen Ave,Dallas,75216,154900,4,2,Easterview,1646,6011,1949,22,94,,Sold,NTREIS
PAST SALE,March-27-2019,Single Family Residential,3831 Black Oak Dr,Dallas,75241,154900,3,1.5,Highland Hills,1524,9975,1959,13,102,,Sold,NTREIS
PAST SALE,January-16-2019,Single Family Residential,4201 Scottsdale Dr,Mesquite,75150,154999,3,0.5,Casa View Heights 15,1051,9888,1956,83,147,,Sold,NTREIS
PAST SALE,February-1-2019,Single Family Residential,7228 Long Canyon Trl,Dallas,75249,155000,3,2,Woods,1614,6665,1977,67,96,,Sold,NTREIS
PAST SALE,February-15-2019,Single Family Residential,9538 Tallow Berry Dr,Dallas,75249,155000,3,2,Woodberry Creek,1350,4356,2004,53,115,,Sold,NTREIS
PAST SALE,February-22-2019,Single Family Residential,3317 Beauchamp Ave,Dallas,75216,155000,3,2,Coleman Wofford,912,12632,1950,46,170,,Sold,NTREIS
PAST SALE,February-25-2019,Single Family Residential,721 Ocean view Dr,Dallas,75232,155000,3,2,Polk Terrace Heights,1187,7492,1963,43,131,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,4224 Firewood Dr,Dallas,75241,155000,3,2.5,Highland Hills,1750,8973,1967,40,89,,Sold,NTREIS
PAST SALE,February-6-2019,Single Family Residential,2219 Inca Dr,Dallas,75216,155000,4,2.5,Horizon Estates,1508,8146,1959,62,103,,Sold,NTREIS
PAST SALE,February-7-2019,Single Family Residential,1375 Glencliff Dr,Dallas,75217,155000,3,2.5,Prairie Creek Estates 02,1995,8973,1985,61,78,,Sold,NTREIS
PAST SALE,February-8-2019,Single Family Residential,7418 Amber Dr,Dallas,75241,155000,3,2.5,Wisdom Terrace Ph 02,1391,5009,2002,60,111,,Sold,NTREIS
PAST SALE,January-12-2019,Single Family Residential,7503 Christie Ln,Dallas,75249,155000,3,2,The Woods Add,1529,9148,1980,87,101,,Sold,NTREIS
PAST SALE,January-22-2019,Single Family Residential,4319 Hyde Park Dr,Mesquite,75150,155000,3,1,Casa View Heights 15,1354,7492,1956,77,114,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,5210 Maryland Ave,Dallas,75241,155000,3,2,Glenview Add,1415,12632,1956,68,110,,Sold,NTREIS
PAST SALE,March-1-2019,Single Family Residential,1417 Duet Dr,Dallas,75241,155000,3,2,Singing Hills,1552,8973,1981,39,100,,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,702 Edgemont Ave,Dallas,75216,155000,3,2,Korgans Homestead,1294,13286,1941,25,120,,Sold,NTREIS
PAST SALE,March-18-2019,Single Family Residential,4806 Nuevo Laredo Ct,Dallas,75236,155000,4,2,Paraiso Escondido,1418,5314,2009,22,109,,Sold,NTREIS
PAST SALE,March-25-2019,Single Family Residential,409 Woodmont Dr,Dallas,75217,155000,4,2,Pleasantwood,1547,8799,1959,15,100,,Sold,NTREIS
PAST SALE,March-28-2019,Single Family Residential,4828 Mexico Ct,Dallas,75236,155000,3,2,Paraiso Escondido Add,1352,6795,2009,12,115,,Sold,NTREIS
PAST SALE,March-28-2019,Single Family Residential,3114 Shadow Wood Dr,Dallas,75224,155000,3,1,Wynnewood 05,1072,9017,1951,12,145,,Sold,NTREIS
PAST SALE,March-29-2019,Condo/Co-op,6318 Richmond Ave #3304,Dallas,75214,155000,1,1,Bois Du Lac Condo,574,65427,1984,11,270,213,Sold,NTREIS
PAST SALE,March-4-2019,Single Family Residential,4753 Joppa Cir,Dallas,75216,156000,4,2.5,JOPPA FELLOWS,1455,3615,2018,36,107,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,10608 Chesapeake Dr,Dallas,75217,156900,4,2,Kensington Village Ph 01,1646,3398,1985,40,95,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,4010 Frank St,Dallas,75210,157000,3,2,Combs N A Rev,1600,9060,2019,32,98,,Sold,NTREIS
PAST SALE,March-1-2019,Condo/Co-op,3918 N Hall St #3,Dallas,75219,157500,1,1,Mirabelle Condos,694,,1985,39,227,203,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,922 Heritage Cir,Garland,75043,158000,4,2,New World 02,1482,10019,1969,40,107,,Sold,NTREIS
PAST SALE,March-18-2019,Condo/Co-op,5565 Preston Oaks Rd #251,Dallas,75254,158000,2,2,Springstead Condos,1288,331317,1983,22,123,317,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,2417 Blaydon Dr,Dallas,75228,158500,4,2,Casa Terrace,1272,7579,1955,11,125,,Sold,NTREIS
PAST SALE,February-15-2019,Condo/Co-op,5963 Ross Ave #201,Dallas,75206,159000,1,1,,580,6142,1985,53,274,150,Sold,NTREIS
PAST SALE,January-11-2019,Single Family Residential,7119 Flameleaf Pl,Dallas,75249,159000,3,2,The Woods,1415,2788,1977,88,112,,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,726 Trinity Ln,Dallas,75241,159000,3,2,Wisdom Terrace Ph 03,1847,5009,2004,25,86,,Sold,NTREIS
PAST SALE,March-19-2019,Single Family Residential,9626 Brierwyck Dr,Dallas,75217,159000,3,2.5,Brierwood Heights Ph 01,1512,7492,2003,21,105,,Sold,NTREIS
PAST SALE,March-7-2019,Vacant Land,3305 Waterford Dr,Rowlett,75088,159000,0,,Waterford Estates,,13416,1800,33,,70,Sold,NTREIS
PAST SALE,February-11-2019,Single Family Residential,1211 E Pentagon Pkwy,Dallas,75216,159900,3,2,Glendale,1236,7841,1955,57,129,,Sold,NTREIS
PAST SALE,February-27-2019,Single Family Residential,6622 Se LEANA Ave,Dallas,75241,159900,4,2,ALAMEDA HEIGHT,1320,9888,1950,41,121,,Sold,NTREIS
PAST SALE,February-28-2019,Single Family Residential,1012 Brae Loch Dr,Dallas,75217,159900,3,2,Heritage Square 04 Ph 02,1379,5097,1991,40,116,,Sold,NTREIS
PAST SALE,January-10-2019,Single Family Residential,7415 Neuhoff Dr,Dallas,75217,159900,4,2,Woodland City,1496,7667,1965,89,107,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,4234 Upland Way,Garland,75042,159900,3,2,Skillman Forest 02,1370,7187,1962,68,117,,Sold,NTREIS
PAST SALE,March-14-2019,Single Family Residential,1220 Whispering Cir,Dallas,75241,159900,3,2,Glenview,1612,8756,1962,26,99,,Sold,NTREIS
PAST SALE,March-27-2019,Single Family Residential,2676 Texas Dr,Dallas,75211,159900,3,1,Roland Dale,1268,7231,1950,13,126,,Sold,NTREIS
PAST SALE,March-28-2019,Single Family Residential,325 Woodmont Dr,Dallas,75217,159900,3,2,Pleasantwood,1408,7492,1959,12,114,,Sold,NTREIS
PAST SALE,March-5-2019,Single Family Residential,10448 Woodleaf Dr,Dallas,75227,159900,3,2,Hillside Oaks Ph 02,1541,3920,1984,35,104,,Sold,NTREIS
PAST SALE,March-6-2019,Single Family Residential,2721 San Diego Dr,Dallas,75228,159900,3,1,Casa View Heights 14,1164,7667,1955,34,137,,Sold,NTREIS
PAST SALE,January-31-2019,Single Family Residential,4420 Lawnview Ave,Dallas,75227,159995,4,2,Broadview,1680,6708,2000,68,95,,Sold,NTREIS
PAST SALE,January-13-2019,Single Family Residential,2510 Kirkley St,Dallas,75241,159999,4,2,Alameda Heights,1710,7405,2018,86,94,,Sold,NTREIS
PAST SALE,March-6-2019,Single Family Residential,1614 Lebanon Ave,Dallas,75208,159999,3,1,Guerrants Sub,1002,7667,1951,34,160,,Sold,NTREIS
PAST SALE,February-8-2019,Vacant Land,3922 W Kiest Blvd,Dallas,75233,160000,0,,NA,,87120,,60,,,Sold,NTREIS
PAST SALE,February-8-2019,Single Family Residential,2639 FATIMA St,Dallas,75241,160000,4,2,CARVER HEIGHTS,1597,,2018,60,100,,Sold,NTREIS
PAST SALE,January-22-2019,Single Family Residential,2526 Lapsley St,Dallas,75212,160000,3,2,Westwood,1484,7492,1996,77,108,,Sold,NTREIS
PAST SALE,January-23-2019,Single Family Residential,8019 Cassie Ct,Dallas,75232,160000,3,2,Wheatland Hills,1170,7536,2004,76,137,,Sold,NTREIS
PAST SALE,January-30-2019,Single Family Residential,2311 Bluffton Dr,Dallas,75228,160000,3,1,Casa Terrace,1191,7275,1955,69,134,,Sold,NTREIS
PAST SALE,March-1-2019,Single Family Residential,7728 Lost Mirage Dr,Dallas,75232,160000,3,2,Gary Wood 01,1617,9627,1973,39,99,,Sold,NTREIS
PAST SALE,March-1-2019,Single Family Residential,1022 S Franklin St,Dallas,75211,160000,2,2,Hampton Square,1252,7231,1939,39,128,,Sold,NTREIS
PAST SALE,March-12-2019,Single Family Residential,1710 Bogarte,Grand Prairie,75051,160000,3,1,Lake Crest 3,1313,,1970,28,122,,Sold,NTREIS
PAST SALE,March-15-2019,Single Family Residential,4688 Timber Wood Dr,Dallas,75211,160000,3,2,Rolling Meadows 03,1730,9496,1963,25,92,,Sold,NTREIS
PAST SALE,March-19-2019,Condo/Co-op,17490 Meandering Way #604,Dallas,75252,160000,2,1,Willow Greene,877,494406,1983,21,182,254,Sold,NTREIS
PAST SALE,March-26-2019,Single Family Residential,2965 Clovis Ave,Dallas,75233,160000,2,2,Acreage Estates 2,896,9322,1920,14,179,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,2623 Province Ln,Dallas,75228,160000,3,1,Peavy Park,1596,8799,1954,32,100,,Sold,NTREIS
PAST SALE,March-19-2019,Condo/Co-op,5154 Amesbury Dr #127,Dallas,75206,161900,2,2,Arrangement Condo,972,159212,1970,21,167,307,Sold,NTREIS
PAST SALE,March-25-2019,Single Family Residential,1339 Templecliff Dr,Dallas,75217,162000,3,1.5,Piedmont Park 03,1407,7797,1957,15,115,,Sold,NTREIS
PAST SALE,January-15-2019,Condo/Co-op,14151 Montfort Dr #272,Dallas,75254,162500,2,1.5,Lifescape Villas,1001,463130,1981,84,162,272,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,504 S Gilpin Ave,Dallas,75211,162500,3,2,,1344,5994,1945,11,121,,Sold,NTREIS
PAST SALE,February-21-2019,Condo/Co-op,7151 Gaston Ave #106,Dallas,75214,162900,1,1,Oaks Of Lakewood Condo,660,195497,1983,47,247,190,Sold,NTREIS
PAST SALE,March-4-2019,Single Family Residential,10830 Lake June Rd,Dallas,75217,162900,4,1,Chestnut Acres,1143,12850,1954,36,143,,Sold,NTREIS
PAST SALE,March-8-2019,Single Family Residential,3220 Hillglenn Rd,Dallas,75228,162900,3,1,Shiloh Park 02,1078,7797,1955,32,151,,Sold,NTREIS
PAST SALE,January-30-2019,Single Family Residential,9326 Sophora Dr,Dallas,75249,163000,3,2,Woods 10th Sec,1417,6708,1980,69,115,,Sold,NTREIS
PAST SALE,February-25-2019,Condo/Co-op,7700 Meadow Rd #134,Dallas,75230,163500,1,1,Belle Meadow Condo,818,131900,1963,43,200,361,Sold,NTREIS
PAST SALE,January-22-2019,Single Family Residential,3434 Bogata Pl,Dallas,75220,163500,5,2,Brownwood Park,2632,10716,1952,77,62,,Sold,NTREIS
PAST SALE,February-1-2019,Condo/Co-op,14277 Preston Rd Unit 726G,Dallas,75254,163900,2,2,Preston on the Creek Condo,1299,,1982,67,126,426,Sold,NTREIS
PAST SALE,January-23-2019,Single Family Residential,12060 Bellafonte Dr,Dallas,75243,164000,3,1.5,Hamilton Park 02,1260,8102,1955,76,130,,Sold,NTREIS
PAST SALE,March-29-2019,Single Family Residential,2611 Oak Bend Ln,Dallas,75227,164000,3,2,Hillside Oaks Ph 04,1310,5097,1986,11,125,,Sold,NTREIS
PAST SALE,March-4-2019,Single Family Residential,2655 Jennings Dr,Dallas,75216,164000,4,2,Fordham Heights,1617,6665,2019,36,101,,Sold,NTREIS
